#;sport_type;Other;age;usage_frequency;usage_reason_regeneration;usage_reason_tension;usage_reason_injury;usage_reason_pain;usage_reason_existing_condition;usage_phase;application_method;product_evaluation_effectiveness;product_evaluation_likelihood_of_recommendation;effectiveness_rating;product_purity_rating;Wissenschaftlich fundiert;100% Wirkstoffe, 0% Füllstoffe;Entwickelt in Deutschland - Hergestellt in Österreich;100% natürlich und Bio-zertifiziert;Einfach & schnell anzuwenden;Etabliert im Profisport;Zieht gut ein & fettet nicht;Other;recommendation_likelihood;reason_effectiveness;Ich habe doch keinen Bedarf;reason_price;Die Flasche ist in der Anwendung unpraktisch;importance_of_price;Wie viel wärst du bereit, maximal für den 50 ml Muscle Complex zu zahlen?;Wie lange kommst du in der Regel mit einer 50 ml Flasche aus?;Wenn du kostenlos unbegrenzt Muscle Complex zu Hause hättest – würdest du ihn häufiger nutzen?;Ab welchem Preis würdest du ihn vermutlich häufiger und ohne Zögern verwenden – so, wie’s für dich eigentlich am besten wäre?;Hast du noch weiteres Feedback zu unseren Produkten oder zum Service?;;;;;;;
6lgvhin9qsfqpuf92q6lgvhbbijko9ly;;Zeitweise Skike und Motocross;45–54 Jahre;1-2x pro Woche;;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;Nur bei Beschwerden;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;7;5;10;Spürbare Wirkung;;;Entwickelt in Deutschland - Hergestellt in Österreich;100% natürlich und Bio-zertifiziert;;;;;7;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;34,90 €;Ich stehe auf Homöopathie und nehme keine unnatürlichen Arzneimittel. Genau auf dieses Mittel habe ich gewartet. Die ganze Familie nimmt bereits ihr Produkt. Bitte dringend Qualität beibehalten! Vielen Dank an Kerstin,  die mir dieses Mittel in Heiligenstadt bei der Veranstaltung am Fahrradgeschäft probieren ließ.;;;;;;;
5e4c3zaj1s8v7kwkae5e4c3q3ttgsayz;Laufen;;55–64 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;5;5;8;;;;;;;;Zieht gut ein & fettet nicht;;7;;;;;;;3-4 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;Kann ich schwer einschätzen;;;;;;;;
adwcx4zba8e6iio6lnhadwcx7quc1e64;Laufen;;45–54 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;Verletzungen vorbeugen;;;Nur in der direkten Wettkampfvorbereitung (z.B. Marathon);Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;6;5;7;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;;100% natürlich und Bio-zertifiziert;Einfach & schnell anzuwenden;;;;5;;;Der Preis ist mir zu hoch;;10;29,90€ oder weniger;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;Mega Wirkung aber doch sehr teuer;;;;;;;
58ij3wq824v0tbyhwcbhulv658ij3wcj;Laufen;;45–54 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;5;2;10;;;100% Wirkstoffe, 0% Füllstoffe;;;;Etabliert im Profisport;;;7;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
xlcfsrmn6cocj4ic0lrsxlcfsrmd0g2y;Laufen;;25–34 Jahre;1-2x im Monat;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;5;4;9;Spürbare Wirkung;;;;;Einfach & schnell anzuwenden;;;;7;;;;;;;1 Monat;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;34,90 €;;;;;;;;
hmfwnquanacotr8v7duhmfwnqwfm6o7j;Laufen;;35–44 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;Bestehenden Muskelkater loswerden;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;6;4;9;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;;;;;;;7;;;;;;;3-4 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;Kann ich schwer einschätzen;;;;;;;;
n2a0wcam38txzunvoi7n2a0wcamzq0jh;Laufen;;35–44 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;5;4;8;;;;;;Einfach & schnell anzuwenden;;Zieht gut ein & fettet nicht;;2;;;Der Preis ist mir zu hoch;;5;39,90 €;3-4 Monate;Eher nicht – ich habe gar nicht mehr Bedarf;;;;;;;;;
4s3ezprq5qrd8g24s3cun3wff2wykji0;Laufen;;45–54 Jahre;1-2x pro Woche;;Verspannungen lösen;;;Bestehenden Muskelkater loswerden;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;6;4;9;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;;;;;;;6;;;;;;;3-4 Monate;Vielleicht – ich hätte gerne noch mehr Tipps, wann die Anwendung sinnvoll ist;;;;;;;;;
529jh8niseotmq3ey529jhyb8n5ywc7t;;Gravelbike;25–34 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;5;5;8;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;;;;;;;7;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;34,90 €;;;;;;;;
r211kepjnpleugcqer211kz95qzffjxh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
htoltmolozy81bakcphtoltr2rxcwye7;Laufen;;45–54 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;6;4;10;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;;;;Etabliert im Profisport;;;5;;;Der Preis ist mir zu hoch;;6;39,90 €;3-4 Monate;Vielleicht – ich hätte gerne noch mehr Tipps, wann die Anwendung sinnvoll ist;;;;;;;;;
beb7mhivmv8t96iyghbeb7ma6h0xxtrf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fprvpio2o68cznifprvhfm36lktoc2rm;Laufen;;45–54 Jahre;3-4x pro Woche;;Verspannungen lösen;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;Nur bei Beschwerden;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;6;4;10;Spürbare Wirkung;Wissenschaftlich fundiert;100% Wirkstoffe, 0% Füllstoffe;;;;Etabliert im Profisport;;;7;;;;;;;3-4 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;39,90 €;;;;;;;;
61z6sautz19im6ld61z6sabzag1dp0f9;Laufen;;35–44 Jahre;3-4x pro Woche;;;Verletzungen vorbeugen;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;Nur in der direkten Wettkampfvorbereitung (z.B. Marathon);Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;6;5;8;;;;;100% natürlich und Bio-zertifiziert;;;Zieht gut ein & fettet nicht;;7;;;;;;;weniger als 1 Monat;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;34,90 €;;;;;;;;
k1urakakgx9dmbjjor1k1urabntbu39q;Laufen;;55–64 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;6;4;8;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;;;Einfach & schnell anzuwenden;;;;7;;;;;;;2 Monate;Vielleicht – ich hätte gerne noch mehr Tipps, wann die Anwendung sinnvoll ist;;;;;;;;;
w110eseqehg82w1w110ed8ug6ht21qse;Laufen;;25–34 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;Verspannungen lösen;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;6;5;9;;Wissenschaftlich fundiert;;;;;;Zieht gut ein & fettet nicht;;7;;;;;;;3-4 Monate;Vielleicht – ich hätte gerne noch mehr Tipps, wann die Anwendung sinnvoll ist;;Bin super zufrieden 😃;;;;;;;
ylxjisgkjc1m6ylxngbellv9yrntt6mn;Laufen;;35–44 Jahre;1-2x im Monat;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;;Nur in der direkten Wettkampfvorbereitung (z.B. Marathon);Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;5;4;9;;;;;;;Etabliert im Profisport;Zieht gut ein & fettet nicht;;7;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;34,90 €;;;;;;;;
qvo1ojtm8dmx7frd76koeqvo1r6lohy0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jwluiwo78jlyvyzujxu03jwluiwqdbr4;Rennrad;;18–24 Jahre;5-7x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;Bestehenden Muskelkater loswerden;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich nutze ihn so oft und so viel, wie ich es brauche – unabhängig davon, wie lange die Flasche hält;6;3;8;Spürbare Wirkung;Wissenschaftlich fundiert;100% Wirkstoffe, 0% Füllstoffe;;;;;Zieht gut ein & fettet nicht;;7;;;;;;;5-6 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
35asskqdijkryo27pp35asskqi2k617d;Laufen;;45–54 Jahre;1-2x im Monat;;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;Nur bei Beschwerden;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;5;4;10;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;;100% natürlich und Bio-zertifiziert;Einfach & schnell anzuwenden;;Zieht gut ein & fettet nicht;;7;;;;;;;5-6 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;Kann ich schwer einschätzen;;;;;;;;
3jh971n873i9efcbeu7j3jh970s2nvjz;Fußball;;25–34 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;Bestehenden Muskelkater loswerden;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;5;4;8;Spürbare Wirkung;;;;100% natürlich und Bio-zertifiziert;Einfach & schnell anzuwenden;;Zieht gut ein & fettet nicht;;6;;;;;;;3-4 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;34,90 €;;;;;;;;
e5qqd4yprq3warscuwrbe5qqd4712mf7;Fitness-Kurse;;45–54 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;Verspannungen lösen;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich nutze ihn so oft und so viel, wie ich es brauche – unabhängig davon, wie lange die Flasche hält;7;5;10;Spürbare Wirkung;Wissenschaftlich fundiert;;;100% natürlich und Bio-zertifiziert;;;;;7;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;Kann ich schwer einschätzen;Produkt und Service top, weiter so! :-);;;;;;;
ty71y89dn176hqwse6ty71e5tnk6o4jy;Triathlon;;45–54 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;7;5;10;Spürbare Wirkung;Wissenschaftlich fundiert;;;;;;;;7;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;Kann ich schwer einschätzen;;;;;;;;
nrj5er7ma0qt243plqlnrj5ertnjis9m;Laufen;;55–64 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;Bestehenden Muskelkater loswerden;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;7;5;9;;;100% Wirkstoffe, 0% Füllstoffe;;100% natürlich und Bio-zertifiziert;;;;;7;;;;;;;2 Monate;Vielleicht – ich hätte gerne noch mehr Tipps, wann die Anwendung sinnvoll ist;;;;;;;;;
n9rkx79lcv773rngn9rk521l6c0tazn3;Laufen;;35–44 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;7;5;10;;;100% Wirkstoffe, 0% Füllstoffe;Entwickelt in Deutschland - Hergestellt in Österreich;100% natürlich und Bio-zertifiziert;;;;;7;;;;;;;1 Monat;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;34,90 €;;;;;;;;
th5eepru757uov6dlr3349th5eepry1j;Triathlon;;45–54 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;5;4;7;Spürbare Wirkung;Wissenschaftlich fundiert;100% Wirkstoffe, 0% Füllstoffe;;;;Etabliert im Profisport;;;7;;;;;;;2 Monate;Vielleicht – ich hätte gerne noch mehr Tipps, wann die Anwendung sinnvoll ist;;;;;;;;;
xgyjo4e8deskcp0v07sazxgyjo00jazk;Triathlon;;;5-7x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;7;7;10;;;;;;;Etabliert im Profisport;;;7;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
m5myjy2h7adiw9hpvmhbpudijm5myjy2;Triathlon;;45–54 Jahre;5-7x pro Woche;;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;7;7;10;Spürbare Wirkung;;;;;;;Zieht gut ein & fettet nicht;;7;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
ya62edupsdpolcyab1vostnqw1rpxgwl;Fitness-Kurse;;55–64 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;Bestehenden Muskelkater loswerden;;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;6;5;8;Spürbare Wirkung;;;Entwickelt in Deutschland - Hergestellt in Österreich;100% natürlich und Bio-zertifiziert;;;;;6;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;Kann ich schwer einschätzen;Die 200-ml-Pumpflasche ist schwer zu entleeren;;;;;;;
alfekggd06i16yyera8clalfekggkrb5;Laufen;;25–34 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;Bestehenden Muskelkater loswerden;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;6;5;8;Spürbare Wirkung;;;Entwickelt in Deutschland - Hergestellt in Österreich;;Einfach & schnell anzuwenden;;;;7;;;;;;;3-4 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;34,90 €;;;;;;;;
c8u6apkxzyeke3iu434c8u6ap8amdqfx;Laufen;;35–44 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;5;2;5;Spürbare Wirkung;Wissenschaftlich fundiert;;;;;;;;5;;;Der Preis ist mir zu hoch;;9;29,90€ oder weniger;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
nxw2bxytnvcfsiy1nxw2bg7yz8zzsvg1;Muskelaufbau;;45–54 Jahre;3-4x pro Woche;;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);Bestehenden Muskelkater loswerden;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;4;2;4;Spürbare Wirkung;Wissenschaftlich fundiert;;;;;;;;5;;Ich habe doch keinen Bedarf;Der Preis ist mir zu hoch;;10;29,90€ oder weniger;1 Monat;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
u359jvbpe3ajmsu359lppir687snx7cd;Laufen;;35–44 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;Verspannungen lösen;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;6;4;9;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;;;;;;;7;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;einfach ein super Produkt. Gerne könntet Ihr noch etwas am Preis machen wenn möglich.;;;;;;;
8zct12swi91vyn8zcmqqg1wl70fgdxu6;Laufen;;35–44 Jahre;1-2x im Monat;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;Verletzungen vorbeugen;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;6;5;10;;Wissenschaftlich fundiert;100% Wirkstoffe, 0% Füllstoffe;Entwickelt in Deutschland - Hergestellt in Österreich;100% natürlich und Bio-zertifiziert;Einfach & schnell anzuwenden;;Zieht gut ein & fettet nicht;;7;;;;;;;3-4 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;34,90 €;;;;;;;;
7hklhyznwsymi2usunj7hklhyg2a6lo6;Laufen;;35–44 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;Bestehenden Muskelkater loswerden;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;5;3;8;Spürbare Wirkung;Wissenschaftlich fundiert;100% Wirkstoffe, 0% Füllstoffe;;100% natürlich und Bio-zertifiziert;;;Zieht gut ein & fettet nicht;;7;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
ps65u9bndfejcrpzpspuxpfwhapyntl9;Laufen;;65 Jahre oder älter;1-2x im Monat;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;;Nur in der direkten Wettkampfvorbereitung (z.B. Marathon);Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;5;5;8;;;100% Wirkstoffe, 0% Füllstoffe;Entwickelt in Deutschland - Hergestellt in Österreich;100% natürlich und Bio-zertifiziert;;;;;7;;;;;;;3-4 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;Kann ich schwer einschätzen;Könnte etwas besser einziehen;;;;;;;
lvi9at5gnngs3vzyz48valvi9at555sv;Laufen;;45–54 Jahre;1-2x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;Verspannungen lösen;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;5;5;9;Spürbare Wirkung;;;;;;;Zieht gut ein & fettet nicht;;7;;;;;;;5-6 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;Kann ich schwer einschätzen;;;;;;;;
m0t3m062wgfzo7p9um0tv0m9unnluug4;Laufen;;25–34 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;6;3;8;Spürbare Wirkung;;;;;Einfach & schnell anzuwenden;;Zieht gut ein & fettet nicht;;5;;;Der Preis ist mir zu hoch;;8;34,90 €;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;29,90 € oder weniger;;;;;;;;
nfenclzl7rs0tnyowanq2nfencktruvl;Triathlon;;45–54 Jahre;1-2x im Monat;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;Verspannungen lösen;;;;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich bin eher sparsam und nutze ihn seltener oder in kleinerer Menge, um länger mit der Flasche auszukommen;4;4;7;Spürbare Wirkung;Wissenschaftlich fundiert;100% Wirkstoffe, 0% Füllstoffe;Entwickelt in Deutschland - Hergestellt in Österreich;;Einfach & schnell anzuwenden;;Zieht gut ein & fettet nicht;;7;;;;;;;3-4 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;34,90 €;;;;;;;;
gsbhw74p1vxhvgzz6v8gsbyfvu8pm9xw;Laufen;;45–54 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;;Bestehenden Muskelkater loswerden;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;7;5;10;Spürbare Wirkung;;100% Wirkstoffe, 0% Füllstoffe;;;;;;;7;;;;;;;2 Monate;Ja, ich würde ihn häufiger anwenden. Durch den Preis gehe ich sparsam damit um.;34,90 €;Top Produkt;;;;;;;
8hlb11hzr6ax2un8hlyguu0ap82qg80f;Laufen;;35–44 Jahre;3-4x pro Woche;Regeneration beschleunigen - müde und schwere Muskeln vorbeugen;;;Schmerzen oder Verletzungen behandeln (z. B. Shin Splints, Achillessehne);;In der Vorbereitung und im sportlichen Alltag das ganze Jahr über;Ich verwende ihn regelmäßig, aber trotzdem mit Bedacht;7;5;9;Spürbare Wirkung;Wissenschaftlich fundiert;;;;;;Zieht gut ein & fettet nicht;;7;;;;;;;3-4 Monate;Eher nicht – ich habe gar nicht mehr Bedarf;;Die alte 200 ml Pumpflasche wäre wieder schön. Das jetzige Design passt zwar hervorragend zur 50 ml-Version, ist aber unpraktisch in der Anwendung und Lagerung durch die Höhe;;;;;;;
